ST001,2025-07-01,专业课,数据结构与算法基础
ST001,2025-07-01,数学,高等数学微分学
ST001,2025-07-01,英语,考研词汇Unit1-10
ST002,2025-07-01,专业课,数据结构与算法基础
ST002,2025-07-01,数学,高等数学微分学
ST002,2025-07-01,英语,考研词汇Unit1-10

ST001,2025-07-02,专业课,操作系统进程管理
ST001,2025-07-02,数学,高等数学积分学
ST001,2025-07-02,英语,阅读理解专项训练
ST002,2025-07-02,专业课,操作系统进程管理
ST002,2025-07-02,数学,高等数学积分学
ST002,2025-07-02,英语,阅读理解专项训练

ST001,2025-07-03,专业课,计算机网络TCP/IP
ST001,2025-07-03,数学,线性代数矩阵运算
ST001,2025-07-03,英语,写作技巧训练
ST002,2025-07-03,专业课,计算机网络TCP/IP
ST002,2025-07-03,数学,线性代数矩阵运算
ST002,2025-07-03,英语,写作技巧训练

ST001,2025-07-04,专业课,数据库系统原理
ST001,2025-07-04,数学,概率论基础概念
ST001,2025-07-04,英语,翻译技巧练习
ST002,2025-07-04,专业课,数据库系统原理
ST002,2025-07-04,数学,概率论基础概念
ST002,2025-07-04,英语,翻译技巧练习

ST001,2025-07-05,专业课,软件工程设计模式
ST001,2025-07-05,数学,数理统计方法
ST001,2025-07-05,英语,听力训练材料
ST002,2025-07-05,专业课,软件工程设计模式
ST002,2025-07-05,数学,数理统计方法
ST002,2025-07-05,英语,听力训练材料

ST001,2025-07-06,休息,周日休息调整
ST002,2025-07-06,休息,周日休息调整

ST001,2025-07-07,专业课,编译原理词法分析
ST001,2025-07-07,数学,离散数学图论
ST001,2025-07-07,英语,语法专项复习
ST002,2025-07-07,专业课,编译原理词法分析
ST002,2025-07-07,数学,离散数学图论
ST002,2025-07-07,英语,语法专项复习

ST001,2025-07-08,专业课,人工智能机器学习
ST001,2025-07-08,数学,数值分析方法
ST001,2025-07-08,英语,完形填空练习
ST002,2025-07-08,专业课,人工智能机器学习
ST002,2025-07-08,数学,数值分析方法
ST002,2025-07-08,英语,完形填空练习

ST001,2025-07-09,专业课,计算机组成原理
ST001,2025-07-09,数学,复变函数基础
ST001,2025-07-09,英语,新题型训练
ST002,2025-07-09,专业课,计算机组成原理
ST002,2025-07-09,数学,复变函数基础
ST002,2025-07-09,英语,新题型训练

ST001,2025-07-10,专业课,算法设计与分析
ST001,2025-07-10,数学,实变函数理论
ST001,2025-07-10,英语,考研真题演练
ST002,2025-07-10,专业课,算法设计与分析
ST002,2025-07-10,数学,实变函数理论
ST002,2025-07-10,英语,考研真题演练

ST001,2025-07-11,专业课,容器化技术Docker
ST001,2025-07-11,数学,代数几何基础
ST001,2025-07-11,英语,商务英语表达
ST002,2025-07-11,专业课,容器化技术Docker
ST002,2025-07-11,数学,代数几何基础
ST002,2025-07-11,英语,商务英语表达

ST001,2025-07-12,专业课,系统性能优化
ST001,2025-07-12,数学,模糊数学概论
ST001,2025-07-12,英语,学术英语写作
ST002,2025-07-12,专业课,系统性能优化
ST002,2025-07-12,数学,模糊数学概论
ST002,2025-07-12,英语,学术英语写作

ST001,2025-07-13,休息,周日休息调整
ST002,2025-07-13,休息,周日休息调整

ST001,2025-07-14,专业课,分布式系统架构
ST001,2025-07-14,数学,泛函分析入门
ST001,2025-07-14,英语,词汇记忆技巧
ST002,2025-07-14,专业课,分布式系统架构
ST002,2025-07-14,数学,泛函分析入门
ST002,2025-07-14,英语,词汇记忆技巧

ST001,2025-07-15,专业课,云计算技术原理
ST001,2025-07-15,数学,拓扑学基础
ST001,2025-07-15,英语,阅读速度提升
ST002,2025-07-15,专业课,云计算技术原理
ST002,2025-07-15,数学,拓扑学基础
ST002,2025-07-15,英语,阅读速度提升

ST001,2025-07-16,专业课,微服务架构设计
ST001,2025-07-16,数学,数学建模方法
ST001,2025-07-16,英语,口语表达练习
